CustomerID,InvoiceDate
1274700,True
1274800,True
1274900,True
1282100,True
1282300,True
1283100,True
1283600,True
1284000,True
1284100,True
1284300,True
1285300,True
1285400,True
1285700,True
1286700,True
1286800,True
1287700,True
1287800,True
1288600,True
1288800,True
1289100,True
1290100,True
1290200,True
1290900,True
1291000,True
1291600,True
1292100,True
1292800,True
1293100,True
1294700,True
1294800,True
1294900,True
1295100,True
1295500,True
1295700,True
1297100,True
1297600,True
1298000,True
1298200,True
1298900,True
1299400,True
1299700,True
1299900,True
1300000,True
1300100,True
1300300,True
1300400,True
1300500,True
1301200,True
1301300,True
1301400,True
1301500,True
1301800,True
1302100,True
1302600,True
1302700,True
1303500,True
1303700,True
1304300,True
1304600,True
1304700,True
1304800,True
1305000,True
1305200,True
1305500,True
1305900,True
1306000,True
1306900,True
1307200,True
1307800,True
1308100,True
1308200,True
1308500,True
1308900,True
1309000,True
1309200,True
1309400,True
1309700,True
1309800,True
1310100,True
1310200,True
1311000,True
1311300,True
1311700,True
1311800,True
1312000,True
1312200,True
1312400,True
1312600,True
1313200,True
1313400,True
1313600,True
1313700,True
1313800,True
1313900,True
1314100,True
1314800,True
1315700,True
1316200,True
1316900,True
1317800,True
1318300,True
1318400,True
1319600,True
1319800,True
1319900,True
1320300,True
1320800,True
1320900,True
1322000,True
1322100,True
1322300,True
1322500,True
1322900,True
1323000,True
1323200,True
1323500,True
1323900,True
1324000,True
1324200,True
1324900,True
1326200,True
1326300,True
1326500,True
1326600,True
1326700,True
1326800,True
1326900,True
1328200,True
1328500,True
1329400,True
1330100,True
1330500,True
1331300,True
1331600,True
1331700,True
1331900,True
1332000,True
1332400,True
1332700,True
1334100,True
1335700,True
1336200,True
1336500,True
1336800,True
1337600,True
1338900,True
1339400,True
1340400,True
1340800,True
1341000,True
1341800,True
1342600,True
1342700,True
1343900,True
1344800,True
1345000,True
1345100,True
1345200,True
1345800,True
1346200,True
1346800,True
1347400,True
1347500,True
1347700,True
1347900,True
1348100,True
1348200,True
1348400,True
1348500,True
1348700,True
1348800,True
1349100,True
1349500,True
1349900,True
1350800,True
1350900,True
1351200,True
1351500,True
1351600,True
1352400,True
1352500,True
1353400,True
1353900,True
1354400,True
1354800,True
1354900,True
1355200,True
1356100,True
1356200,True
1357000,True
1357100,True
1357300,True
1357600,True
1357700,True
1358800,True
1359000,True
1359100,True
1359200,True
1359300,True
1359900,True
1360100,True
1360600,True
1361000,True
1362300,True
1362600,True
1362900,True
1363000,True
1363200,True
1363400,True
1363600,True
1363700,True
1364200,True
1364700,True
1364900,True
1365200,True
1365400,True
1365500,True
1366200,True
1366800,True
1369200,True
1369400,True
1369500,True
1370000,True
1371100,True
1371200,True
1371700,True
1371800,True
1371900,True
1372000,True
1372300,True
1372500,True
1372800,True
1373100,True
1373500,True
1373600,True
1374000,True
1374100,True
1374200,True
1374300,True
1374800,True
1375200,True
1375800,True
1376000,True
1376200,True
1376700,True
1376900,True
1377100,True
1377200,True
1377700,True
1378100,True
1378200,True
1378400,True
1379800,True
1380200,True
1380300,True
1382100,True
1382400,True
1383100,True
1383500,True
1383700,True
1384100,True
1384200,True
1384600,True
1385400,True
1386200,True
1386300,True
1386700,True
1386900,True
1387100,True
1387300,True
1387500,True
1388000,True
1388100,True
1388300,True
1388800,True
1389200,True
1390000,True
1390100,True
1390800,True
1391100,True
1391800,True
1393400,True
1395000,True
1395100,True
1395200,True
1395300,True
1395600,True
1396200,True
1396900,True
1397100,True
1397500,True
1398300,True
1398400,True
1398500,True
1398800,True
1398900,True
1399000,True
1399300,True
1399500,True
1399900,True
1400000,True
1400100,True
1400500,True
1400600,True
1402100,True
1402200,True
1402300,True
1403000,True
1403100,True
1403200,True
1404000,True
1404100,True
1405100,True
1405600,True
1405700,True
1405900,True
1406000,True
1406200,True
1406400,True
1406600,True
1407100,True
1407500,True
1407700,True
1407800,True
1408500,True
1409200,True
1409900,True
1410100,True
1410500,True
1410700,True
1411000,True
1411100,True
1411200,True
1412700,True
1412800,True
1412900,True
1413500,True
1414500,True
1414600,True
1414800,True
1414900,True
1415200,True
1415400,True
1415500,True
1415900,True
1416100,True
1416300,True
1416700,True
1417300,True
1418000,True
1418800,True
1418900,True
1419100,True
1419400,True
1419500,True
1419800,True
1419900,True
1420100,True
1420500,True
1420600,True
1420900,True
1421000,True
1421100,True
1421700,True
1422000,True
1422300,True
1422400,True
1422600,True
1422700,True
1423100,True
1423200,True
1423300,True
1423500,True
1423900,True
1424000,True
1424200,True
1424300,True
1424500,True
1424600,True
1425600,True
1425800,True
1426200,True
1426400,True
1426700,True
1427100,True
1427200,True
1427300,True
1428200,True
1428600,True
1428800,True
1428900,True
1429100,True
1429800,True
1430400,True
1430700,True
1430900,True
1431100,True
1431500,True
1432300,True
1432600,True
1432900,True
1433400,True
1433600,True
1433900,True
1434000,True
1434100,True
1434200,True
1434400,True
1434800,True
1435200,True
1435300,True
1436400,True
1436700,True
1437700,True
1439000,True
1439300,True
1439500,True
1439700,True
1440300,True
1440400,True
1440700,True
1440800,True
1441000,True
1441500,True
1441900,True
1442100,True
1442300,True
1442800,True
1444100,True
1444600,True
1444900,True
1445000,True
1446100,True
1446200,True
1446500,True
1447200,True
1447600,True
1447900,True
1448200,True
1450200,True
1450400,True
1450500,True
1450700,True
1451200,True
1451300,True
1451500,True
1452400,True
1452500,True
1452700,True
1453000,True
1453200,True
1453400,True
1453500,True
1453600,True
1453800,True
1454100,True
1454300,True
1454600,True
1455300,True
1456000,True
1456200,True
1457200,True
1457300,True
1457700,True
1458600,True
1458700,True
1459100,True
1460600,True
1460700,True
1461600,True
1461900,True
1462300,True
1462600,True
1462800,True
1463100,True
1463200,True
1463300,True
1464000,True
1464900,True
1465100,True
1465500,True
1465900,True
1466200,True
1466700,True
1466900,True
1467200,True
1467600,True
1468000,True
1468100,True
1468400,True
1468800,True
1468900,True
1469100,True
1469200,True
1469300,True
1469600,True
1469700,True
1469900,True
1470000,True
1470100,True
1470900,True
1471100,True
1471300,True
1471900,True
1473000,True
1473100,True
1473200,True
1473500,True
1473800,True
1473900,True
1474000,True
1474700,True
1474800,True
1475500,True
1475800,True
1475900,True
1476200,True
1476600,True
1476900,True
1477000,True
1477600,True
1479000,True
1479400,True
1479600,True
1480000,True
1481000,True
1481800,True
1482800,True
1483400,True
1484400,True
1484900,True
1485100,True
1485200,True
1485300,True
1485400,True
1486700,True
1486800,True
1487000,True
1487100,True
1487300,True
1487500,True
1487800,True
1488300,True
1488600,True
1489000,True
1489500,True
1489800,True
1490300,True
1490500,True
1492000,True
1492400,True
1494400,True
1494800,True
1495200,True
1495700,True
1495800,True
1495900,True
1496100,True
1496400,True
1497000,True
1497300,True
1497800,True
1498100,True
1498800,True
1499800,True
1500500,True
1501800,True
1501900,True
1502100,True
1502300,True
1502600,True
1502700,True
1503200,True
1503300,True
1503400,True
1503800,True
1503900,True
1504400,True
1504500,True
1504600,True
1504800,True
1505800,True
1505900,True
1506100,True
1506200,True
1506300,True
1506500,True
1506800,True
1507800,True
1507900,True
1508300,True
1509200,True
1510600,True
1510900,True
1511400,True
1511700,True
1511900,True
1512500,True
1512800,True
1512900,True
1513200,True
1513300,True
1513400,True
1513500,True
1513900,True
1514000,True
1514300,True
1514400,True
1514500,True
1514700,True
1515900,True
1517200,True
1517800,True
1517900,True
1518700,True
1518900,True
1519400,True
1519700,True
1519900,True
1520100,True
1521000,True
1521200,True
1521400,True
1521800,True
1522000,True
1522300,True
1522500,True
1522700,True
1523000,True
1523500,True
1523700,True
1524000,True
1524400,True
1524500,True
1524600,True
1524900,True
1525100,True
1525800,True
1526000,True
1526500,True
1527000,True
1527100,True
1528100,True
1528800,True
1528900,True
1529000,True
1529100,True
1529600,True
1529800,True
1529900,True
1530100,True
1530400,True
1531100,True
1531200,True
1535300,True
1535600,True
1535800,True
1536300,True
1536400,True
1536700,True
1537300,True
1537600,True
1538100,True
1538200,True
1540700,True
1540800,True
1541000,True
1541400,True
1541600,True
1542100,True
1542400,True
1542600,True
1543300,True
1543600,True
1543700,True
1544000,True
1544200,True
1544500,True
1544900,True
1545200,True
1545700,True
1546500,True
1548200,True
1548300,True
1548900,True
1549100,True
1549300,True
1549800,True
1550800,True
1551300,True
1551400,True
1551700,True
1551800,True
1552100,True
1552700,True
1552800,True
1552900,True
1553000,True
1553500,True
1554400,True
1554700,True
1555200,True
1555500,True
1556100,True
1557000,True
1557200,True
1558100,True
1558200,True
1558900,True
1559400,True
1559600,True
1560100,True
1560500,True
1560600,True
1561100,True
1561500,True
1562000,True
1562200,True
1562400,True
1562500,True
1562800,True
1563200,True
1564000,True
1564100,True
1564400,True
1564600,True
1564800,True
1565100,True
1565500,True
1565600,True
1565800,True
1566500,True
1566800,True
1566900,True
1567100,True
1567300,True
1567400,True
1567600,True
1569100,True
1569400,True
1569500,True
1569600,True
1570300,True
1570400,True
1570800,True
1571600,True
1571700,True
1571900,True
1572700,True
1572900,True
1573200,True
1573700,True
1573800,True
1574500,True
1574900,True
1575200,True
1575400,True
1575500,True
1575600,True
1575700,True
1575900,True
1576800,True
1576900,True
1577500,True
1577700,True
1578000,True
1578500,True
1579600,True
1579700,True
1580000,True
1580500,True
1580900,True
1581000,True
1581200,True
1581300,True
1581500,True
1582600,True
1582700,True
1583200,True
1583500,True
1583800,True
1584100,True
1584500,True
1585400,True
1585500,True
1585600,True
1586000,True
1586100,True
1586500,True
1586700,True
1587400,True
1589100,True
1589400,True
1589800,True
1590300,True
1590600,True
1590700,True
1591000,True
1591200,True
1591600,True
1591700,True
1593200,True
1593500,True
1593800,True
1593900,True
1595200,True
1595300,True
1595500,True
1597100,True
1597300,True
1597400,True
1597600,True
1598000,True
1598100,True
1598400,True
1598500,True
1598700,True
1599600,True
1599800,True
1600600,True
1600700,True
1601000,True
1601100,True
1601300,True
1601600,True
1601900,True
1602200,True
1602300,True
1602700,True
1602900,True
1603100,True
1603300,True
1603600,True
1604300,True
1604500,True
1605500,True
1605700,True
1605900,True
1606200,True
1606300,True
1607600,True
1608000,True
1608100,True
1608500,True
1609200,True
1609400,True
1609600,True
1609700,True
1609800,True
1609900,True
1610300,True
1610500,True
1610900,True
1611000,True
1611500,True
1611600,True
1612100,True
1613100,True
1613300,True
1613500,True
1614200,True
1614300,True
1614400,True
1614500,True
1614600,True
1615000,True
1615300,True
1615600,True
1616100,True
1616200,True
1616300,True
1616800,True
1617000,True
1617200,True
1617500,True
1618000,True
1618400,True
1618500,True
1618600,True
1618700,True
1618800,True
1619100,True
1619300,True
1620300,True
1620600,True
1620900,True
1621000,True
1621400,True
1621700,True
1621800,True
1622400,True
1622600,True
1622700,True
1622900,True
1623000,True
1623200,True
1624100,True
1624200,True
1624400,True
1624500,True
1624900,True
1625000,True
1625300,True
1625500,True
1625600,True
1625800,True
1626100,True
1626500,True
1629700,True
1630600,True
1630800,True
1630900,True
1631900,True
1632500,True
1632600,True
1633300,True
1634800,True
1635300,True
1635600,True
1635700,True
1635900,True
1636500,True
1637000,True
1637400,True
1637800,True
1638400,True
1638600,True
1639300,True
1639400,True
1639800,True
1639900,True
1640100,True
1640200,True
1640700,True
1640900,True
1641800,True
1642200,True
1642700,True
1643100,True
1643400,True
1644000,True
1644200,True
1644400,True
1645500,True
1645600,True
1645700,True
1645800,True
1646600,True
1646900,True
1647700,True
1650300,True
1651100,True
1651500,True
1652000,True
1652300,True
1652500,True
1653900,True
1655000,True
1655200,True
1655300,True
1655400,True
1655600,True
1655800,True
1658400,True
1658600,True
1658700,True
1659200,True
1660000,True
1660700,True
1660900,True
1661000,True
1661100,True
1661700,True
1661800,True
1661900,True
1662000,True
1662100,True
1662300,True
1662600,True
1662800,True
1663300,True
1663400,True
1663700,True
1663800,True
1663900,True
1664300,True
1664400,True
1665200,True
1665400,True
1665600,True
1665700,True
1666000,True
1666800,True
1667000,True
1667200,True
1667600,True
1667800,True
1668100,True
1668400,True
1668600,True
1669200,True
1669600,True
1669700,True
1669800,True
1670000,True
1670100,True
1670500,True
1670900,True
1671000,True
1671200,True
1671300,True
1671600,True
1671900,True
1672100,True
1672200,True
1672800,True
1672900,True
1673000,True
1673500,True
1674300,True
1674500,True
1674600,True
1674800,True
1675000,True
1675500,True
1675600,True
1676700,True
1676900,True
1677000,True
1677700,True
1677900,True
1678000,True
1678200,True
1678800,True
1679100,True
1680100,True
1680600,True
1680700,True
1680900,True
1681400,True
1681700,True
1682300,True
1683200,True
1683300,True
1683400,True
1683700,True
1683900,True
1684100,True
1684300,True
1685900,True
1687100,True
1687300,True
1687500,True
1688200,True
1688900,True
1690400,True
1690500,True
1690600,True
1690700,True
1691500,True
1691900,True
1692300,True
1692800,True
1693100,True
1693300,True
1694200,True
1694300,True
1694500,True
1694700,True
1694800,True
1694900,True
1695400,True
1695700,True
1696000,True
1696500,True
1696600,True
1698000,True
1698500,True
1699000,True
1699600,True
1700100,True
1700200,True
1700700,True
1701700,True
1701900,True
1702900,True
1703300,True
1703500,True
1704200,True
1704300,True
1704500,True
1704900,True
1705000,True
1705400,True
1705800,True
1705900,True
1706000,True
1706100,True
1706800,True
1706900,True
1707100,True
1707500,True
1708500,True
1708800,True
1709000,True
1709100,True
1709600,True
1710200,True
1710700,True
1710900,True
1711400,True
1711500,True
1712000,True
1713300,True
1713400,True
1713900,True
1714000,True
1714200,True
1714600,True
1715200,True
1715800,True
1716000,True
1716200,True
1716400,True
1717400,True
1717900,True
1718000,True
1718700,True
1720400,True
1721100,True
1721200,True
1721300,True
1721400,True
1721700,True
1721800,True
1722000,True
1722700,True
1723000,True
1723100,True
1723600,True
1723800,True
1724300,True
1725000,True
1726200,True
1726800,True
1727200,True
1727700,True
1727800,True
1728400,True
1728700,True
1728800,True
1730200,True
1730600,True
1731400,True
1731500,True
1732000,True
1732300,True
1733700,True
1733800,True
1734000,True
1734600,True
1736200,True
1736400,True
1736500,True
1736700,True
1736800,True
1737200,True
1737400,True
1737700,True
1738100,True
1738400,True
1738800,True
1738900,True
1739400,True
1739800,True
1740000,True
1740200,True
1740900,True
1741000,True
1741100,True
1741600,True
1741900,True
1742200,True
1742300,True
1742800,True
1742900,True
1743600,True
1743800,True
1744000,True
1744200,True
1744900,True
1745000,True
1745400,True
1745700,True
1746000,True
1746300,True
1747000,True
1748600,True
1748900,True
1749100,True
1749200,True
1750100,True
1750400,True
1750700,True
1751100,True
1751200,True
1751600,True
1751900,True
1752200,True
1752600,True
1752700,True
1753000,True
1754800,True
1755000,True
1756700,True
1757200,True
1757400,True
1757600,True
1757800,True
1758000,True
1758100,True
1758200,True
1758500,True
1758800,True
1758900,True
1759400,True
1759600,True
1759700,True
1760100,True
1760400,True
1761100,True
1761200,True
1761300,True
1761500,True
1761600,True
1761800,True
1762400,True
1762500,True
1762900,True
1763000,True
1763100,True
1763400,True
1764400,True
1764600,True
1764800,True
1765200,True
1765500,True
1765800,True
1766300,True
1766400,True
1766700,True
1766900,True
1767000,True
1767100,True
1767300,True
1767500,True
1767700,True
1767800,True
1768200,True
1768500,True
1769000,True
1769200,True
1769700,True
1769800,True
1770000,True
1770100,True
1770400,True
1770500,True
1771600,True
1771800,True
1771900,True
1772000,True
1772300,True
1772500,True
1773000,True
1773300,True
1773400,True
1773500,True
1774400,True
1774600,True
1774900,True
1775400,True
1775700,True
1775800,True
1776300,True
1776400,True
1776500,True
1777000,True
1777400,True
1777500,True
1778100,True
1778300,True
1779000,True
1779500,True
1779900,True
1780000,True
1780900,True
1781100,True
1781900,True
1782700,True
1783000,True
1784100,True
1784800,True
1784900,True
1785400,True
1785600,True
1785700,True
1785800,True
1786100,True
1786300,True
1786500,True
1786900,True
1787300,True
1787400,True
1788300,True
1788600,True
1788800,True
1788900,True
1789300,True
1790600,True
1791700,True
1792000,True
1792100,True
1792800,True
1792900,True
1793000,True
1793100,True
1793200,True
1793700,True
1794000,True
1794600,True
1794900,True
1795400,True
1795500,True
1795600,True
1796100,True
1796500,True
1796600,True
1797000,True
1797200,True
1797400,True
1797500,True
1797900,True
1799000,True
1799100,True
1800800,True
1800900,True
1801000,True
1803600,True
1803700,True
1804000,True
1804100,True
1804400,True
1806100,True
1806200,True
1806400,True
1806500,True
1806900,True
1807100,True
1807500,True
1807700,True
1807800,True
1807900,True
1808000,True
1809200,True
1809400,True
1810200,True
1810800,True
1810900,True
1811600,True
